name,year,stars,latitude,longitude,city,region,zipCode,cuisine,price,url,country
Ming Fu,2019,1,25.06171,121.52399,Taipei,Taipei,110,Taiwanese,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,
Ken An Ho,2019,1,25.034622,121.55281,Taipei,Taipei,110,Japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,
Sushi Ryu,2019,1,25.055832,121.52724,Taipei,Taipei,110,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,
MUME,2019,1,25.036266,121.54809,Taipei,Taipei,110,European contemporary,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,
Impromptu by Paul Lee,2019,1,25.05429,121.524254,Taipei,Taipei,110,Innovative,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,
Longtail,2019,1,25.023922,121.54841,Taipei,Taipei,110,Innovative,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,
Mountain and Sea House,2019,1,25.038046,121.531395,Taipei,Taipei,110,Taiwanese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,
Da San Yuan,2019,1,25.042248,121.512215,Taipei,Taipei,110,Cantonese,$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,
Tainan Tan Tsu Mien Seafood,2019,1,25.03799,121.4984,Taipei,Taipei,110,Seafood,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,
Suan Thip,2019,1,13.926962,100.502144,Bangkok,Thailand,N/A,Thai,$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,
Upstairs at Mikkeller,2019,1,13.727946,100.58844,Bangkok,Thailand,N/A,Innovative,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,
Chim by Siam Wisdom,2019,1,13.740706,100.56789,Bangkok,Thailand,N/A,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,
R-Haan,2019,1,13.731805,100.57972,Bangkok,Thailand,N/A,Thai,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,
Canvas,2019,1,13.728886,100.580826,Bangkok,Thailand,N/A,Innovative,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,
Bo.lan,2019,1,13.726389,100.57799,Bangkok,Thailand,N/A,Thai,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,
Sra Bua by Kiin Kiin,2019,1,13.754137,100.53451,Bangkok,Thailand,N/A,Thai Contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,
Elements,2019,1,13.742978,100.54798,Bangkok,Thailand,N/A,French contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,
Paste,2019,1,13.744594,100.540565,Bangkok,Thailand,N/A,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,
Ginza Sushi ichi,2019,1,13.744069,100.54092,Bangkok,Thailand,N/A,Sushi,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,
Sorn,2019,1,13.723242,100.56848,Bangkok,Thailand,N/A,Southern Thai,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,
Savelberg,2019,1,13.738216,100.54642,Bangkok,Thailand,N/A,French contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,
Saneh Jaan,2019,1,13.735739,100.54605,Bangkok,Thailand,N/A,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,
Gaa,2019,1,13.737806,100.54275,Bangkok,Thailand,N/A,Innovative,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,
Methavalai Sorndaeng,2019,1,13.756321,100.502045,Bangkok,Thailand,N/A,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,
Jay Fai,2019,1,13.752614,100.50466,Bangkok,Thailand,N/A,Street Food,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,
Nahm,2019,1,13.724357,100.53926,Bangkok,Thailand,N/A,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,
J'AIME by Jean-Michel Lorain,2019,1,13.718885,100.546326,Bangkok,Thailand,N/A,French contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,
Saawaan,2019,1,13.721809,100.53741,Bangkok,Thailand,N/A,Thai Contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,
Le Du,2019,1,13.725005,100.52939,Bangkok,Thailand,N/A,Thai,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,
Ruean Panya,2019,1,13.558403,100.28264,Bangkok,Thailand,N/A,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,
PRU,2019,1,8.034298,98.2764,Phuket,Thailand,N/A,Innovative,$$$$$,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,
Blue Duck Tavern,2019,1,38.905373,-77.05128,"Washington, D.C.",Washington DC,20037,American,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,
Tail Up Goat,2019,1,38.9235,-77.043274,"Washington, D.C.",Washington DC,20009,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,
Komi,2019,1,38.910107,-77.03836,"Washington, D.C.",Washington DC,20036,Mediterranean,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,
Sushi Taro,2019,1,38.909992,-77.03834,"Washington, D.C.",Washington DC,20036,Japanese,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,
Plume,2019,1,38.906,-77.03671,"Washington, D.C.",Washington DC,20036,European,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,
Siren by RW,2019,1,38.907776,-77.035446,"Washington, D.C.",Washington DC,20005,Seafood,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,
Bresca,2019,1,38.91584,-77.0321,"Washington, D.C.",Washington DC,20000,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,
The Dabney,2019,1,38.906292,-77.024666,"Washington, D.C.",Washington DC,20001,American,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,
Métier,2019,1,38.903503,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,
Kinship,2019,1,38.903282,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,
Fiola,2019,1,38.89416,-77.02032,"Washington, D.C.",Washington DC,20004,Italian,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,
Masseria,2019,1,38.909504,-76.99908,"Washington, D.C.",Washington DC,20002,Italian,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,
Rose's Luxury,2019,1,38.88064,-76.99515,"Washington, D.C.",Washington DC,20003,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,
Loch Bay,2019,1,57.51487,-6.57114,Waternish,United Kingdom,IV55 8GA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,
Braidwoods,2019,1,55.69474,-4.7425,Dalry,United Kingdom,KA24 4LN,Classic cuisine,N/A,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,
Eipic,2019,1,54.595898,-5.9322424,Belfast,United Kingdom,BT1 6PF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,
OX,2019,1,54.59891,-5.92198,Belfast,United Kingdom,BT1 3LA,Modern British,N/A,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,
The Peat Inn,2019,1,56.27861,-2.8845797,Peat Inn,United Kingdom,KY15 5LH,Classic cuisine,N/A,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,
Kitchin,2019,1,55.976967,-3.172842,Leith,United Kingdom,EH6 6LX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,
Martin Wishart,2019,1,55.97552,-3.17019,Leith,United Kingdom,EH6 6RA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,
Number One,2019,1,55.95298,-3.18966,Edinburgh,United Kingdom,EH2 2EQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,
21212,2019,1,55.95674,-3.18018,Edinburgh,United Kingdom,EH7 5AB,Creative,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,
The Cellar,2019,1,56.222126,-2.696321,Anstruther,United Kingdom,KY10 3AA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,
Forest Side,2019,1,54.46396,-3.0157998,Grasmere,United Kingdom,LA22 9RN,Modern British,N/A,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,
HRiSHi,2019,1,54.35013,-2.91172,Bowness-on-Windermere,United Kingdom,LA23 3NE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,
Rogan & Co,2019,1,54.20074,-2.95464,Cartmel,United Kingdom,LA11 6QD,Creative British,N/A,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,
House of Tides,2019,1,54.96758,-1.61127,Newcastle upon Tyne,United Kingdom,NE1 3RF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,
Sosban & The Old Butchers,2019,1,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,LL59 5EE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,
Northcote,2019,1,53.80933,-2.4476,Langho,United Kingdom,BB6 8BE,Modern British,N/A,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,
Yorke Arms,2019,1,54.13435,-1.8183095,Pateley Bridge,United Kingdom,HG3 5RL,Modern cuisine,N/A,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,
Fraiche,2019,1,53.38183,-3.04307,Birkenhead,United Kingdom,CH43 5SG,Creative,N/A,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,
White Swan,2019,1,53.83916,-2.25097,Fence,United Kingdom,BB12 9QA,Modern British,N/A,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,
Tyddyn Llan,2019,1,52.92405,-3.44329,Llandrillo,United Kingdom,LL21 OST,Classic cuisine,N/A,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,
Ynyshir,2019,1,52.54476,-3.94491,Machynlleth,United Kingdom,SY20 8TA,Creative,N/A,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,
Black Swan,2019,1,54.21205,-1.1879199,Oldstead,United Kingdom,YO61 4BL,Modern British,N/A,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,
Simon Radley at Chester Grosvenor,2019,1,53.19064,-2.88913,Chester,United Kingdom,CH1 1LT,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,
Star Inn at Harome,2019,1,54.23101,-1.01023,Harome,United Kingdom,YO62 5JE,Modern British,N/A,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,
The Man Behind The Curtain,2019,1,53.798286,-1.539937,Leeds,United Kingdom,LS1 7JH,Creative,N/A,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,
The Checkers,2019,1,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,SY15 6PN,French,N/A,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,
Pipe and Glass,2019,1,53.8955,-0.53301,South Dalton,United Kingdom,HU17 7PN,Modern British,N/A,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,
Fischer's at Baslow Hall,2019,1,53.25055,-1.6269798,Baslow,United Kingdom,DE45 1RR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,
Winteringham Fields,2019,1,53.68778,-0.59013,Winteringham,United Kingdom,DN15 9ND,Modern cuisine,N/A,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,
Thomas Carr @ The Olive Room,2019,1,51.209476,-4.118807,Ilfracombe,United Kingdom,EX34 9DJ,Seafood,N/A,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,
Walnut Tree,2019,1,51.84534,-2.95438,Llanddewi Skirrid,United Kingdom,NP7 8AW,Modern British,N/A,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,
Paul Ainsworth at No.6,2019,1,50.541534,-4.9398518,Padstow,United Kingdom,PL28 8AP,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,
Simpsons,2019,1,52.46925,-1.9238801,Birmingham,United Kingdom,B15 3DU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,
Purnell's,2019,1,52.48268,-1.9018,Birmingham,United Kingdom,B3 2DH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,
Adam's,2019,1,52.47964,-1.900286,Birmingham,United Kingdom,B2 5UG,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,
Outlaw's Fish Kitchen,2019,1,50.59206,-4.832,Port Isaac,United Kingdom,PL29 3RH,Seafood,N/A,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,
Carters of Moseley,2019,1,52.44588,-1.88384,Birmingham,United Kingdom,B13 9EZ,Modern British,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,
Peel's,2019,1,52.4259,-1.70536,Hampton in Arden,United Kingdom,B92 ODQ,Creative British,N/A,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,
John's House,2019,1,52.73295,-1.145851,Mountsorrel,United Kingdom,LE12 7AR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,
The Whitebrook,2019,1,51.759697,-2.686909,Whitebrook,United Kingdom,NP25 4TX,Modern British,N/A,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,
James Sommerin,2019,1,51.434387,-3.167951,Penarth,United Kingdom,CF64 3AU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,
Driftwood,2019,1,50.1889,-4.97088,Portscatho,United Kingdom,TR2 5EW,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood,
The Cross at Kenilworth,2019,1,52.350315,-1.5801147,Kenilworth,United Kingdom,CV8 2EZ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,
Masons Arms,2019,1,50.99547,-3.67163,Knowstone,United Kingdom,EX36 4RY,Classic French,N/A,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,
Salt,2019,1,52.18963,-1.7092043,Stratford-upon-Avon,United Kingdom,CV37 6HB,Modern British,N/A,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,
Le Champignon Sauvage,2019,1,51.89146,-2.07912,Cheltenham,United Kingdom,GL50 2AQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,
Gidleigh Park,2019,1,50.67658,-3.87354,Chagford,United Kingdom,TQ13 8HH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,
Hambleton Hall,2019,1,52.65737,-0.66812,Upper Hambleton,United Kingdom,LE15 8TH,Classic cuisine,N/A,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,
wilks,2019,1,51.46737,-2.6069899,Bristol,United Kingdom,BS6 6PG,Modern British,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,
Bulrush,2019,1,51.46278,-2.597758,Bristol,United Kingdom,BS6 5TZ,Modern British,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush,
Casamia,2019,1,51.447254,-2.5940728,Bristol,United Kingdom,BS1 6FU,Creative,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,
Paco Tapas,2019,1,51.44647,-2.59358,Bristol,United Kingdom,BS1 6FU,Spanish,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,
Pony & Trap,2019,1,51.34938,-2.5925994,Chew Magna,United Kingdom,BS40 8TQ,Modern British,N/A,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,
The Dining Room,2019,1,51.58376,-2.14954,Malmesbury,United Kingdom,SN16 0RB,Asian influences,N/A,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,
Bybrook,2019,1,51.49382,-2.23212,Castle Combe,United Kingdom,SN14 7HR,Modern British,N/A,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook,
Restaurant Hywel Jones by Lucknam Park,2019,1,51.45502,-2.25941,Colerne,United Kingdom,SN14 8AZ,Modern British,N/A,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,
Olive Tree,2019,1,51.38707,-2.3627,Bath,United Kingdom,BA1 2QF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,
Lympstone Manor,2019,1,50.64069,-3.4186063,Lympstone,United Kingdom,EX8 3NZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,
The Neptune,2019,1,52.9511,0.50927,Hunstanton,United Kingdom,PE36 6HZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,
Elephant,2019,1,50.45853,-3.52438,Torquay,United Kingdom,TQ1 2BH,Modern British,N/A,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,
Oxford Kitchen,2019,1,51.776733,-1.264794,Oxford,United Kingdom,OX2 7HQ,Modern British,N/A,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,
Nut Tree,2019,1,51.83618,-1.1499,Murcott,United Kingdom,OX5 2RE,Traditional British,N/A,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,
Morston Hall,2019,1,52.95473,0.98729,Morston,United Kingdom,NR25 7AA,Modern British,N/A,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,
Red Lion Freehouse,2019,1,51.2736,-1.8007996,East Chisenbury,United Kingdom,SN9 6AQ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,
Blackbird,2019,1,51.420887,-1.3493549,Newbury,United Kingdom,RG20 8AQ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018,
Woodspeen,2019,1,51.415802,-1.353532,Newbury,United Kingdom,RG20 8BN,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,
The Coach,2019,1,51.571712,-0.7772678,Marlow,United Kingdom,SL7 2LS,Modern British,N/A,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,
Crown,2019,1,51.524807,-0.7915291,Burchett's Green,United Kingdom,SL6 6QZ,Regional cuisine,N/A,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549,
L'Ortolan,2019,1,51.40833,-0.9542898,Shinfield,United Kingdom,RG2 9BY,French,N/A,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,
Hinds Head,2019,1,51.51265,-0.69641,Bray,United Kingdom,SL6 2AB,Traditional British,N/A,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,
Black Rat,2019,1,51.05796,-1.3069497,Winchester,United Kingdom,SO23 0HX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat,
Matt Worswick at The Latymer,2019,1,51.35764,-0.7086128,Bagshot,United Kingdom,GU19 5EU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,
Coworth Park,2019,1,51.40463,-0.616715,Ascot,United Kingdom,SL5 7SE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park,
Tudor Room,2019,1,51.41759,-0.545847,Egham,United Kingdom,TW20 9UR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room,
The Glasshouse,2019,1,51.4771,-0.28574,Kew,United Kingdom,TW9 3PZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,
La Trompette,2019,1,51.49222,-0.25619,Chiswick,United Kingdom,W4 2EU,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,
Tim Allen's Flitch of Bacon,2019,1,51.86747,0.404134,Little Dunmow,United Kingdom,CM6 3HT,Modern British,N/A,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,
River Café,2019,1,51.48395,-0.22423,Hammersmith,United Kingdom,W6 9HA,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,
Kitchen W8,2019,1,51.49918,-0.19692,Kensington,United Kingdom,W8 6AH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,
Trishna,2019,1,51.51834,-0.153031,Marylebone,United Kingdom,W1U 3DG,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna,
Roganic,2019,1,51.518314,-0.1520875,Marylebone,United Kingdom,W1U 3DB,Creative British,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,
Locanda Locatelli,2019,1,51.51514,-0.15675,Marylebone,United Kingdom,W1H 7JZ,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,
Texture,2019,1,51.51488,-0.15664,Marylebone,United Kingdom,W1H 7BY,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,
Portland,2019,1,51.519726,-0.142555,Regent's Park,United Kingdom,W1W 6QQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,
Harwood Arms,2019,1,51.48291,-0.19651,Fulham,United Kingdom,SW6 1QP,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms,
Pied à Terre,2019,1,51.519,-0.13511,Bloomsbury,United Kingdom,W1T 2NH,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,
The Ninth,2019,1,51.51875,-0.1350068,Bloomsbury,United Kingdom,W1T 2NB,Mediterranean cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,
Kai,2019,1,51.50871,-0.15162,Mayfair,United Kingdom,W1K 2QU,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,
Pollen Street Social,2019,1,51.5133,-0.14234,Mayfair,United Kingdom,W1S 1NQ,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,
Hakkasan Mayfair,2019,1,51.51037,-0.14475,Mayfair,United Kingdom,W1J 6QB,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair,
The Square,2019,1,51.51069,-0.14401,Mayfair,United Kingdom,W1J 6PU,Creative French,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,
Alyn Williams at The Westbury,2019,1,51.51118,-0.14303,Mayfair,United Kingdom,W1S 2YF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury,
Benares,2019,1,51.50973,-0.14494,Mayfair,United Kingdom,W1J 6BS,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares,
Hakkasan Hanway Place,2019,1,51.5171,-0.13144,Bloomsbury,United Kingdom,W1T 1HD,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place,
Social Eating House,2019,1,51.51383,-0.13673,Soho,United Kingdom,W1F 7NR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,
Galvin at Windows,2019,1,51.50539,-0.15039,Mayfair,United Kingdom,W1K 1BE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows,
Murano,2019,1,51.50707,-0.14722,Mayfair,United Kingdom,W1J 5PP,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,
Marcus,2019,1,51.50171,-0.15614,Belgravia,United Kingdom,SW1X 7RL,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,
Sabor,2019,1,51.511368,-0.1396773,Mayfair,United Kingdom,W1B 4BR,Spanish,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,
Clock House,2019,1,51.30044,-0.49287,Ripley,United Kingdom,GU23 6AQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house,
Yauatcha Soho,2019,1,51.51367,-0.1352,Soho,United Kingdom,W1F 0DL,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho,
Céleste,2019,1,51.502422,-0.1522617,Belgravia,United Kingdom,SW1X 7TA,Creative French,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste,
Gymkhana,2019,1,51.50854,-0.14154,Mayfair,United Kingdom,W1S 4JH,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana,
Amaya,2019,1,51.49912,-0.15731,Belgravia,United Kingdom,SW1X 8JT,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya,
Pétrus,2019,1,51.49951,-0.15662,Belgravia,United Kingdom,SW1X 8EA,French,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,
